"","Fixture","Phase","IDGAME","Home","Away","Home_Points","Away_Points","Q1H","Q2H","Q3H","Q4H","Q1A","Q2A","Q3A","Q4A","EXH","EXA","Winner","Loser","Home_win","Away_win","Season","idseason"
"711",15,"Regular Season","15-5","FEN","MAC",90,79,23,19,28,20,18,19,14,28,0,0,"FEN","MAC",1,0,"2021-2022","15-5_2021-2022"
"712",15,"Regular Season","15-6","CSK","UNS",67,88,21,7,23,16,27,19,26,16,0,0,"UNS","CSK",0,1,"2021-2022","15-6_2021-2022"
"713",15,"Regular Season","15-7","OLY","BAY",83,60,26,23,16,18,10,14,13,23,0,0,"OLY","BAY",1,0,"2021-2022","15-7_2021-2022"
"714",15,"Regular Season","15-8","VIL","ZEN",61,71,18,14,17,12,21,12,21,17,0,0,"ZEN","VIL",0,1,"2021-2022","15-8_2021-2022"
"715",15,"Regular Season","15-9","ZAL","ASM",98,107,21,22,27,25,22,26,13,34,3,12,"ASM","ZAL",0,1,"2021-2022","15-9_2021-2022"
"716",16,"Regular Season","16-1","MAC","EFE",78,92,27,20,16,15,20,30,20,22,0,0,"EFE","MAC",0,1,"2021-2022","16-1_2021-2022"
"717",16,"Regular Season","16-2","MIL","RMB",73,75,19,8,21,25,18,17,20,20,0,0,"RMB","MIL",0,1,"2021-2022","16-2_2021-2022"
"718",16,"Regular Season","16-3","PAN","BAR",82,85,26,23,15,18,26,15,27,17,0,0,"BAR","PAN",0,1,"2021-2022","16-3_2021-2022"
"719",16,"Regular Season","16-4","FEN","BAS",75,53,19,24,12,20,14,14,15,10,0,0,"FEN","BAS",1,0,"2021-2022","16-4_2021-2022"
"720",16,"Regular Season","16-5","BER","CSK",90,93,21,27,25,17,23,25,21,24,0,0,"CSK","BER",0,1,"2021-2022","16-5_2021-2022"
"721",16,"Regular Season","16-6","ASM","ZEN",74,85,14,29,14,17,31,14,11,29,0,0,"ZEN","ASM",0,1,"2021-2022","16-6_2021-2022"
"722",16,"Regular Season","16-7","OLY","VIL",89,54,20,19,26,24,10,11,17,16,0,0,"OLY","VIL",1,0,"2021-2022","16-7_2021-2022"
"723",16,"Regular Season","16-8","CRV","BAY",81,78,20,26,19,16,21,24,22,11,0,0,"CRV","BAY",1,0,"2021-2022","16-8_2021-2022"
"724",16,"Regular Season","16-9","UNS","ZAL",66,53,13,13,16,24,12,11,19,11,0,0,"UNS","ZAL",1,0,"2021-2022","16-9_2021-2022"
"725",17,"Regular Season","17-1","BER","ASM",92,84,23,17,29,23,21,9,26,28,0,0,"BER","ASM",1,0,"2021-2022","17-1_2021-2022"
"726",17,"Regular Season","17-2","EFE","CRV",84,83,31,12,22,19,21,25,22,15,0,0,"EFE","CRV",1,0,"2021-2022","17-2_2021-2022"
"727",17,"Regular Season","17-3","BAR","UNS",111,109,27,10,20,37,28,18,28,20,17,15,"BAR","UNS",1,0,"2021-2022","17-3_2021-2022"
"728",17,"Regular Season","17-4","ZAL","MIL",70,74,18,17,16,19,17,18,18,21,0,0,"MIL","ZAL",0,1,"2021-2022","17-4_2021-2022"
"729",17,"Regular Season","17-5","BAY","BAS",76,81,13,29,13,21,25,21,21,14,0,0,"BAS","BAY",0,1,"2021-2022","17-5_2021-2022"
"730",17,"Regular Season","17-6","PAN","OLY",65,84,18,14,19,14,25,20,9,30,0,0,"OLY","PAN",0,1,"2021-2022","17-6_2021-2022"
"731",17,"Regular Season","17-7","RMB","CSK",71,65,24,13,19,15,14,26,15,10,0,0,"RMB","CSK",1,0,"2021-2022","17-7_2021-2022"
"732",17,"Regular Season","17-8","ZEN","MAC",73,71,25,16,15,17,10,16,21,24,0,0,"ZEN","MAC",1,0,"2021-2022","17-8_2021-2022"
"733",17,"Regular Season","17-9","VIL","FEN",84,82,21,22,21,20,20,26,14,22,0,0,"VIL","FEN",1,0,"2021-2022","17-9_2021-2022"
"734",18,"Regular Season","18-1","MIL","BER",84,76,22,16,22,24,24,16,19,17,0,0,"MIL","BER",1,0,"2021-2022","18-1_2021-2022"
