"","Fixture","Phase","IDGAME","Home","Away","Home_Points","Away_Points","Q1H","Q2H","Q3H","Q4H","Q1A","Q2A","Q3A","Q4A","EXH","EXA","Winner","Loser","Home_win","Away_win","Season","idseason"
"1113",26,"Regular Season","26-9","BAS","VAL",114,75,27,30,24,33,24,24,16,11,0,0,"BAS","VAL",1,0,"2022-2023","26-9_2022-2023"
"1114",27,"Regular Season","27-1","BER","ZAL",63,66,14,13,18,18,15,18,11,22,0,0,"ZAL","BER",0,1,"2022-2023","27-1_2022-2023"
"1115",27,"Regular Season","27-2","OLY","BAR",77,70,11,18,21,27,20,7,18,25,0,0,"OLY","BAR",1,0,"2022-2023","27-2_2022-2023"
"1116",27,"Regular Season","27-3","BAY","VIL",76,72,21,17,15,23,19,17,14,22,0,0,"BAY","VIL",1,0,"2022-2023","27-3_2022-2023"
"1117",27,"Regular Season","27-4","VAL","MIL",84,88,21,21,13,29,17,22,26,23,0,0,"MIL","VAL",0,1,"2022-2023","27-4_2022-2023"
"1118",27,"Regular Season","27-5","BOL","PAR",79,88,26,21,16,16,28,17,20,23,0,0,"PAR","BOL",0,1,"2022-2023","27-5_2022-2023"
"1119",27,"Regular Season","27-6","RMB","BAS",81,85,22,21,22,16,17,23,22,23,0,0,"BAS","RMB",0,1,"2022-2023","27-6_2022-2023"
"1120",27,"Regular Season","27-7","ASM","PAN",84,70,21,21,22,20,17,19,21,13,0,0,"ASM","PAN",1,0,"2022-2023","27-7_2022-2023"
"1121",27,"Regular Season","27-8","CRV","EFE",94,75,20,29,19,26,25,20,22,8,0,0,"CRV","EFE",1,0,"2022-2023","27-8_2022-2023"
"1122",27,"Regular Season","27-9","MAC","FEN",78,74,17,26,18,17,25,14,17,18,0,0,"MAC","FEN",1,0,"2022-2023","27-9_2022-2023"
"1123",28,"Regular Season","28-1","ZAL","VIL",85,67,16,31,18,20,22,15,13,17,0,0,"ZAL","VIL",1,0,"2022-2023","28-1_2022-2023"
"1124",28,"Regular Season","28-2","OLY","BAY",102,74,26,29,26,21,12,23,30,9,0,0,"OLY","BAY",1,0,"2022-2023","28-2_2022-2023"
"1125",28,"Regular Season","28-3","MIL","PAR",76,62,13,17,19,27,19,10,17,16,0,0,"MIL","PAR",1,0,"2022-2023","28-3_2022-2023"
"1126",28,"Regular Season","28-4","RMB","VAL",95,91,24,25,22,24,20,20,25,26,0,0,"RMB","VAL",1,0,"2022-2023","28-4_2022-2023"
"1127",28,"Regular Season","28-5","EFE","MAC",64,86,20,13,15,16,33,21,14,18,0,0,"MAC","EFE",0,1,"2022-2023","28-5_2022-2023"
"1128",28,"Regular Season","28-6","FEN","BAR",81,73,18,19,24,20,30,10,16,17,0,0,"FEN","BAR",1,0,"2022-2023","28-6_2022-2023"
"1129",28,"Regular Season","28-7","BER","BOL",74,96,14,19,26,15,22,27,28,19,0,0,"BOL","BER",0,1,"2022-2023","28-7_2022-2023"
"1130",28,"Regular Season","28-8","PAN","CRV",75,66,9,20,23,23,17,25,13,11,0,0,"PAN","CRV",1,0,"2022-2023","28-8_2022-2023"
"1131",28,"Regular Season","28-9","BAS","ASM",93,102,28,19,26,20,23,29,22,28,0,0,"ASM","BAS",0,1,"2022-2023","28-9_2022-2023"
"1132",29,"Regular Season","29-1","EFE","PAR",84,97,23,14,27,20,11,28,24,34,0,0,"PAR","EFE",0,1,"2022-2023","29-1_2022-2023"
"1133",29,"Regular Season","29-2","ASM","BOL",81,68,21,20,22,18,22,15,16,15,0,0,"ASM","BOL",1,0,"2022-2023","29-2_2022-2023"
"1134",29,"Regular Season","29-3","ZAL","OLY",72,74,17,17,15,23,15,25,21,13,0,0,"OLY","ZAL",0,1,"2022-2023","29-3_2022-2023"
"1135",29,"Regular Season","29-4","MAC","BAS",93,79,29,20,23,21,23,22,20,14,0,0,"MAC","BAS",1,0,"2022-2023","29-4_2022-2023"
"1136",29,"Regular Season","29-5","RMB","MIL",90,87,24,18,25,23,23,17,26,21,0,0,"RMB","MIL",1,0,"2022-2023","29-5_2022-2023"
"1137",29,"Regular Season","29-6","BAR","CRV",85,79,18,22,17,28,15,21,21,22,0,0,"BAR","CRV",1,0,"2022-2023","29-6_2022-2023"
"1138",29,"Regular Season","29-7","VIL","PAN",82,86,26,17,19,20,20,32,18,16,0,0,"PAN","VIL",0,1,"2022-2023","29-7_2022-2023"
"1139",29,"Regular Season","29-8","BAY","BER",75,76,14,23,21,17,20,18,18,20,0,0,"BER","BAY",0,1,"2022-2023","29-8_2022-2023"
"1140",29,"Regular Season","29-9","VAL","FEN",82,80,22,21,18,21,21,21,18,20,0,0,"VAL","FEN",1,0,"2022-2023","29-9_2022-2023"
"1141",30,"Regular Season","30-1","CRV","BAS",74,63,21,18,18,17,26,12,11,14,0,0,"CRV","BAS",1,0,"2022-2023","30-1_2022-2023"
"1142",30,"Regular Season","30-2","BER","EFE",95,93,24,25,19,27,21,19,27,26,0,0,"BER","EFE",1,0,"2022-2023","30-2_2022-2023"
"1143",30,"Regular Season","30-3","VIL","MAC",67,85,22,21,16,8,22,24,22,17,0,0,"MAC","VIL",0,1,"2022-2023","30-3_2022-2023"
"1144",30,"Regular Season","30-4","PAN","BAR",74,88,25,11,24,14,22,21,25,20,0,0,"BAR","PAN",0,1,"2022-2023","30-4_2022-2023"
"1145",30,"Regular Season","30-5","FEN","ZAL",87,79,22,24,19,22,16,19,20,24,0,0,"FEN","ZAL",1,0,"2022-2023","30-5_2022-2023"
"1146",30,"Regular Season","30-6","ASM","VAL",90,79,22,26,23,19,22,19,23,15,0,0,"ASM","VAL",1,0,"2022-2023","30-6_2022-2023"
"1147",30,"Regular Season","30-7","MIL","BAY",99,74,25,24,23,27,8,28,18,20,0,0,"MIL","BAY",1,0,"2022-2023","30-7_2022-2023"
"1148",30,"Regular Season","30-8","PAR","OLY",90,75,27,21,12,30,22,12,18,23,0,0,"PAR","OLY",1,0,"2022-2023","30-8_2022-2023"
"1149",30,"Regular Season","30-9","BOL","RMB",79,96,12,21,25,21,26,24,18,28,0,0,"RMB","BOL",0,1,"2022-2023","30-9_2022-2023"
"1150",31,"Regular Season","31-1","EFE","MIL",89,69,22,25,21,21,16,16,16,21,0,0,"EFE","MIL",1,0,"2022-2023","31-1_2022-2023"
"1151",31,"Regular Season","31-2","PAN","BAY",86,76,21,27,23,15,27,16,11,22,0,0,"PAN","BAY",1,0,"2022-2023","31-2_2022-2023"
"1152",31,"Regular Season","31-3","MAC","BOL",111,80,28,34,25,24,13,20,20,27,0,0,"MAC","BOL",1,0,"2022-2023","31-3_2022-2023"
"1153",31,"Regular Season","31-4","PAR","BAR",80,89,21,24,13,22,25,19,22,23,0,0,"BAR","PAR",0,1,"2022-2023","31-4_2022-2023"
"1154",31,"Regular Season","31-5","BAS","BER",93,87,25,19,24,25,24,24,19,20,0,0,"BAS","BER",1,0,"2022-2023","31-5_2022-2023"
"1155",31,"Regular Season","31-6","CRV","VAL",92,73,20,26,23,23,21,20,21,11,0,0,"CRV","VAL",1,0,"2022-2023","31-6_2022-2023"
"1156",31,"Regular Season","31-7","ZAL","ASM",79,70,28,20,17,14,19,22,12,17,0,0,"ZAL","ASM",1,0,"2022-2023","31-7_2022-2023"
"1157",31,"Regular Season","31-8","OLY","VIL",81,55,22,15,19,25,13,16,10,16,0,0,"OLY","VIL",1,0,"2022-2023","31-8_2022-2023"
"1158",31,"Regular Season","31-9","RMB","FEN",90,75,24,25,19,22,21,23,14,17,0,0,"RMB","FEN",1,0,"2022-2023","31-9_2022-2023"
"1159",32,"Regular Season","32-1","EFE","BOL",86,67,13,23,24,26,13,14,11,29,0,0,"EFE","BOL",1,0,"2022-2023","32-1_2022-2023"
"1160",32,"Regular Season","32-2","MAC","MIL",85,66,29,24,13,19,21,15,20,10,0,0,"MAC","MIL",1,0,"2022-2023","32-2_2022-2023"
"1161",32,"Regular Season","32-3","BAR","BER",72,56,19,15,16,22,21,14,7,14,0,0,"BAR","BER",1,0,"2022-2023","32-3_2022-2023"
"1162",32,"Regular Season","32-4","ZAL","VAL",95,74,21,31,22,21,16,24,15,19,0,0,"ZAL","VAL",1,0,"2022-2023","32-4_2022-2023"
"1163",32,"Regular Season","32-5","VIL","CRV",60,76,19,23,11,7,17,20,19,20,0,0,"CRV","VIL",0,1,"2022-2023","32-5_2022-2023"
"1164",32,"Regular Season","32-6","OLY","PAN",81,73,16,17,24,24,17,21,10,25,0,0,"OLY","PAN",1,0,"2022-2023","32-6_2022-2023"
"1165",32,"Regular Season","32-7","BAS","FEN",92,69,25,13,22,32,27,17,14,11,0,0,"BAS","FEN",1,0,"2022-2023","32-7_2022-2023"
"1166",32,"Regular Season","32-8","BAY","ASM",81,84,22,18,20,21,23,22,12,27,0,0,"ASM","BAY",0,1,"2022-2023","32-8_2022-2023"
"1167",32,"Regular Season","32-9","PAR","RMB",104,90,21,28,29,26,23,15,34,18,0,0,"PAR","RMB",1,0,"2022-2023","32-9_2022-2023"
"1168",33,"Regular Season","33-1","CRV","OLY",87,79,26,19,20,22,30,17,12,20,0,0,"CRV","OLY",1,0,"2022-2023","33-1_2022-2023"
"1169",33,"Regular Season","33-2","FEN","EFE",103,86,23,25,24,31,17,23,24,22,0,0,"FEN","EFE",1,0,"2022-2023","33-2_2022-2023"
"1170",33,"Regular Season","33-3","BAS","VIL",120,100,32,23,33,32,24,27,24,25,0,0,"BAS","VIL",1,0,"2022-2023","33-3_2022-2023"
"1171",33,"Regular Season","33-4","VAL","BOL",79,68,17,23,18,21,19,19,19,11,0,0,"VAL","BOL",1,0,"2022-2023","33-4_2022-2023"
"1172",33,"Regular Season","33-5","RMB","BAY",79,67,19,21,16,23,13,23,8,23,0,0,"RMB","BAY",1,0,"2022-2023","33-5_2022-2023"
"1173",33,"Regular Season","33-6","ASM","PAR",84,88,22,13,21,28,18,24,20,26,0,0,"PAR","ASM",0,1,"2022-2023","33-6_2022-2023"
"1174",33,"Regular Season","33-7","ZAL","MAC",68,67,17,25,14,12,17,28,7,15,0,0,"ZAL","MAC",1,0,"2022-2023","33-7_2022-2023"
"1175",33,"Regular Season","33-8","PAN","BER",84,88,17,25,26,16,25,24,17,22,0,0,"BER","PAN",0,1,"2022-2023","33-8_2022-2023"
"1176",33,"Regular Season","33-9","MIL","BAR",84,76,18,21,19,26,21,15,12,28,0,0,"MIL","BAR",1,0,"2022-2023","33-9_2022-2023"
"1177",34,"Regular Season","34-1","CRV","FEN",91,89,15,26,16,22,21,18,18,22,12,10,"CRV","FEN",1,0,"2022-2023","34-1_2022-2023"
"1178",34,"Regular Season","34-2","BER","VIL",88,71,20,18,27,23,16,20,18,17,0,0,"BER","VIL",1,0,"2022-2023","34-2_2022-2023"
"1179",34,"Regular Season","34-3","OLY","BAS",86,78,19,26,21,20,11,22,22,23,0,0,"OLY","BAS",1,0,"2022-2023","34-3_2022-2023"
"1180",34,"Regular Season","34-4","MAC","RMB",100,96,16,21,28,21,18,24,20,24,14,10,"MAC","RMB",1,0,"2022-2023","34-4_2022-2023"
"1181",34,"Regular Season","34-5","BOL","MIL",89,84,22,17,26,24,26,21,21,16,0,0,"BOL","MIL",1,0,"2022-2023","34-5_2022-2023"
"1182",34,"Regular Season","34-6","EFE","ASM",87,72,23,18,19,27,16,23,15,18,0,0,"EFE","ASM",1,0,"2022-2023","34-6_2022-2023"
"1183",34,"Regular Season","34-7","BAR","VAL",85,71,24,27,21,13,21,25,15,10,0,0,"BAR","VAL",1,0,"2022-2023","34-7_2022-2023"
"1184",34,"Regular Season","34-8","PAR","PAN",83,81,18,21,19,25,26,19,21,15,0,0,"PAR","PAN",1,0,"2022-2023","34-8_2022-2023"
"1185",34,"Regular Season","34-9","BAY","ZAL",80,83,18,20,9,33,19,15,17,32,0,0,"ZAL","BAY",0,1,"2022-2023","34-9_2022-2023"
"1186",35,"Play offs","35-1","ASM","MAC",67,79,16,17,17,17,18,18,24,19,0,0,"MAC","ASM",0,1,"2022-2023","35-1_2022-2023"
"1187",35,"Play offs","35-3","BAR","ZAL",91,69,25,23,18,25,13,18,22,16,0,0,"BAR","ZAL",1,0,"2022-2023","35-3_2022-2023"
"1188",35,"Play offs","35-2","RMB","PAR",87,89,22,22,20,23,22,26,15,26,0,0,"PAR","RMB",0,1,"2022-2023","35-2_2022-2023"
"1189",35,"Play offs","35-4","OLY","FEN",79,68,19,18,26,16,21,14,16,17,0,0,"OLY","FEN",1,0,"2022-2023","35-4_2022-2023"
"1190",36,"Play offs","36-1","ASM","MAC",86,74,22,20,25,19,18,23,13,20,0,0,"ASM","MAC",1,0,"2022-2023","36-1_2022-2023"
"1191",36,"Play offs","36-3","BAR","ZAL",89,81,20,25,23,21,21,23,22,15,0,0,"BAR","ZAL",1,0,"2022-2023","36-3_2022-2023"
"1192",36,"Play offs","36-2","RMB","PAR",80,95,21,16,25,18,31,20,24,20,0,0,"PAR","RMB",0,1,"2022-2023","36-2_2022-2023"
"1193",36,"Play offs","36-4","OLY","FEN",78,82,24,13,19,22,10,24,17,31,0,0,"FEN","OLY",0,1,"2022-2023","36-4_2022-2023"
"1194",37,"Play offs","37-1","MAC","ASM",78,83,16,16,25,21,22,19,19,23,0,0,"ASM","MAC",0,1,"2022-2023","37-1_2022-2023"
"1195",37,"Play offs","37-3","ZAL","BAR",66,77,10,16,22,18,13,16,32,16,0,0,"BAR","ZAL",0,1,"2022-2023","37-3_2022-2023"
"1196",37,"Play offs","37-2","PAR","RMB",80,82,32,16,15,17,19,26,21,16,0,0,"RMB","PAR",0,1,"2022-2023","37-2_2022-2023"
"1197",37,"Play offs","37-4","FEN","OLY",71,72,21,14,16,20,15,23,7,27,0,0,"OLY","FEN",0,1,"2022-2023","37-4_2022-2023"
"1198",38,"Play offs","38-1","MAC","ASM",104,69,17,30,32,25,24,12,17,16,0,0,"MAC","ASM",1,0,"2022-2023","38-1_2022-2023"
"1199",38,"Play offs","38-2","PAR","RMB",78,85,15,27,13,23,27,18,16,24,0,0,"RMB","PAR",0,1,"2022-2023","38-2_2022-2023"
"1200",38,"Play offs","38-4","FEN","OLY",73,69,18,14,16,25,17,16,16,20,0,0,"FEN","OLY",1,0,"2022-2023","38-4_2022-2023"
"1201",39,"Play offs","39-1","ASM","MAC",97,86,26,27,19,25,33,16,21,16,0,0,"ASM","MAC",1,0,"2022-2023","39-1_2022-2023"
"1202",39,"Play offs","39-2","RMB","PAR",98,94,22,17,30,29,23,32,21,18,0,0,"RMB","PAR",1,0,"2022-2023","39-2_2022-2023"
"1203",39,"Play offs","39-4","OLY","FEN",84,72,20,24,21,19,15,18,19,20,0,0,"OLY","FEN",1,0,"2022-2023","39-4_2022-2023"
"1204",40,"Final Four","40-1","OLY","ASM",76,62,14,15,27,20,20,21,2,19,0,0,"OLY","ASM",1,0,"2022-2023","40-1_2022-2023"
"1205",40,"Final Four","40-2","BAR","RMB",66,78,18,24,13,11,18,18,22,20,0,0,"RMB","BAR",0,1,"2022-2023","40-2_2022-2023"
"1206",41,"Final Four","41-1","ASM","BAR",78,66,24,20,16,18,13,15,17,21,0,0,"ASM","BAR",1,0,"2022-2023","41-1_2022-2023"
"1207",42,"Final Four","42-1","OLY","RMB",78,79,24,21,18,15,17,28,14,20,0,0,"RMB","OLY",0,1,"2022-2023","42-1_2022-2023"
"1208",1,"Regular Season","1-1","BAR","EFE",91,74,22,18,29,22,19,15,30,10,0,0,"BAR","EFE",1,0,"2023-2024","1-1_2023-2024"
"1209",1,"Regular Season","1-2","BAY","BER",80,68,19,17,25,19,17,27,7,17,0,0,"BAY","BER",1,0,"2023-2024","1-2_2023-2024"
"1210",1,"Regular Season","1-3","MAC","PAR",96,81,27,28,19,22,16,27,15,23,0,0,"MAC","PAR",1,0,"2023-2024","1-3_2023-2024"
"1211",1,"Regular Season","1-4","CRV","VIL",94,73,29,23,17,25,18,13,24,18,0,0,"CRV","VIL",1,0,"2023-2024","1-4_2023-2024"
"1212",1,"Regular Season","1-5","BOL","ZAL",79,82,23,19,23,14,15,22,21,24,0,0,"ZAL","BOL",0,1,"2023-2024","1-5_2023-2024"
"1213",1,"Regular Season","1-6","PAN","OLY",78,88,22,21,16,15,23,13,16,22,4,14,"OLY","PAN",0,1,"2023-2024","1-6_2023-2024"
"1214",1,"Regular Season","1-7","FEN","MIL",85,83,19,19,24,14,23,12,19,22,9,7,"FEN","MIL",1,0,"2023-2024","1-7_2023-2024"
"1215",1,"Regular Season","1-8","VAL","ASM",70,65,17,22,14,17,20,18,13,14,0,0,"VAL","ASM",1,0,"2023-2024","1-8_2023-2024"
"1216",1,"Regular Season","1-9","BAS","RMB",77,79,23,24,20,10,19,24,19,17,0,0,"RMB","BAS",0,1,"2023-2024","1-9_2023-2024"
"1217",2,"Regular Season","2-1","BER","BAS",86,91,21,26,14,25,25,26,25,15,0,0,"BAS","BER",0,1,"2023-2024","2-1_2023-2024"
"1218",2,"Regular Season","2-2","EFE","RMB",80,103,24,17,19,20,26,29,25,23,0,0,"RMB","EFE",0,1,"2023-2024","2-2_2023-2024"
"1219",2,"Regular Season","2-4","PAN","BAY",78,71,23,14,17,24,11,19,18,23,0,0,"PAN","BAY",1,0,"2023-2024","2-4_2023-2024"
"1220",2,"Regular Season","2-5","VIL","PAR",62,88,13,16,19,14,17,26,29,16,0,0,"PAR","VIL",0,1,"2023-2024","2-5_2023-2024"
"1221",2,"Regular Season","2-6","ASM","BOL",59,83,15,18,15,11,23,25,22,13,0,0,"BOL","ASM",0,1,"2023-2024","2-6_2023-2024"
"1222",2,"Regular Season","2-7","OLY","BAR",68,77,16,18,20,14,23,17,16,21,0,0,"BAR","OLY",0,1,"2023-2024","2-7_2023-2024"
"1223",2,"Regular Season","2-8","VAL","FEN",77,74,22,17,19,19,9,24,20,21,0,0,"VAL","FEN",1,0,"2023-2024","2-8_2023-2024"
"1224",2,"Regular Season","2-9","ZAL","CRV",79,74,19,16,15,29,21,17,18,18,0,0,"ZAL","CRV",1,0,"2023-2024","2-9_2023-2024"
"1225",2,"Regular Season","2-3","MIL","MAC",90,98,32,20,20,18,25,25,25,23,0,0,"MAC","MIL",0,1,"2023-2024","2-3_2023-2024"
"1226",3,"Regular Season","3-1","EFE","VIL",89,84,24,19,27,19,24,11,21,28,0,0,"EFE","VIL",1,0,"2023-2024","3-1_2023-2024"
"1227",3,"Regular Season","3-2","MIL","OLY",65,53,19,12,13,21,17,15,9,12,0,0,"MIL","OLY",1,0,"2023-2024","3-2_2023-2024"
"1228",3,"Regular Season","3-3","PAR","BAR",83,92,16,18,26,23,23,21,25,23,0,0,"BAR","PAR",0,1,"2023-2024","3-3_2023-2024"
"1229",3,"Regular Season","3-4","RMB","ZAL",93,79,25,28,19,21,19,24,19,17,0,0,"RMB","ZAL",1,0,"2023-2024","3-4_2023-2024"
"1230",3,"Regular Season","3-5","FEN","PAN",83,69,27,16,24,16,9,19,17,24,0,0,"FEN","PAN",1,0,"2023-2024","3-5_2023-2024"
"1231",3,"Regular Season","3-6","BAS","BAY",68,76,22,20,20,6,20,21,16,19,0,0,"BAY","BAS",0,1,"2023-2024","3-6_2023-2024"
"1232",3,"Regular Season","3-7","VAL","MAC",75,66,18,15,17,25,17,12,15,22,0,0,"VAL","MAC",1,0,"2023-2024","3-7_2023-2024"
"1233",3,"Regular Season","3-8","CRV","ASM",76,82,23,21,19,13,14,24,26,18,0,0,"ASM","CRV",0,1,"2023-2024","3-8_2023-2024"
"1234",3,"Regular Season","3-9","BOL","BER",87,76,27,17,23,20,11,15,25,25,0,0,"BOL","BER",1,0,"2023-2024","3-9_2023-2024"
"1235",4,"Regular Season","4-1","OLY","PAR",98,94,28,21,10,26,21,22,26,16,13,9,"OLY","PAR",1,0,"2023-2024","4-1_2023-2024"
"1236",4,"Regular Season","4-2","RMB","MIL",88,71,19,23,25,21,25,17,19,10,0,0,"RMB","MIL",1,0,"2023-2024","4-2_2023-2024"
"1237",4,"Regular Season","4-3","FEN","VIL",101,86,16,26,30,29,28,27,15,16,0,0,"FEN","VIL",1,0,"2023-2024","4-3_2023-2024"
"1238",4,"Regular Season","4-4","BAS","ZAL",82,99,14,25,22,21,22,24,28,25,0,0,"ZAL","BAS",0,1,"2023-2024","4-4_2023-2024"
"1239",4,"Regular Season","4-5","EFE","VAL",77,73,18,20,19,20,15,25,13,20,0,0,"EFE","VAL",1,0,"2023-2024","4-5_2023-2024"
"1240",4,"Regular Season","4-6","BAR","BAY",98,59,27,16,27,28,11,16,13,19,0,0,"BAR","BAY",1,0,"2023-2024","4-6_2023-2024"
"1241",4,"Regular Season","4-7","ASM","BER",86,75,18,29,20,19,16,24,16,19,0,0,"ASM","BER",1,0,"2023-2024","4-7_2023-2024"
"1242",4,"Regular Season","4-8","PAN","MAC",81,86,15,9,25,23,20,19,18,15,9,14,"MAC","PAN",0,1,"2023-2024","4-8_2023-2024"
"1243",4,"Regular Season","4-9","BOL","CRV",85,79,26,18,18,23,15,18,22,24,0,0,"BOL","CRV",1,0,"2023-2024","4-9_2023-2024"
"1244",5,"Regular Season","5-1","BER","MIL",85,82,12,23,22,28,18,19,24,21,0,0,"BER","MIL",1,0,"2023-2024","5-1_2023-2024"
"1245",5,"Regular Season","5-2","ASM","MAC",107,79,27,25,33,22,23,15,19,22,0,0,"ASM","MAC",1,0,"2023-2024","5-2_2023-2024"
"1246",5,"Regular Season","5-3","OLY","EFE",75,57,17,16,28,14,14,11,18,14,0,0,"OLY","EFE",1,0,"2023-2024","5-3_2023-2024"
"1247",5,"Regular Season","5-4","PAR","CRV",88,86,22,20,11,35,13,29,23,21,0,0,"PAR","CRV",1,0,"2023-2024","5-4_2023-2024"
"1248",5,"Regular Season","5-5","RMB","BAR",65,64,12,16,23,14,19,11,11,23,0,0,"RMB","BAR",1,0,"2023-2024","5-5_2023-2024"
"1249",5,"Regular Season","5-6","BAY","FEN",67,76,20,18,9,20,19,22,14,21,0,0,"FEN","BAY",0,1,"2023-2024","5-6_2023-2024"
"1250",5,"Regular Season","5-7","PAN","BAS",95,81,24,24,22,25,22,21,23,15,0,0,"PAN","BAS",1,0,"2023-2024","5-7_2023-2024"
"1251",5,"Regular Season","5-8","VIL","BOL",84,87,18,24,21,21,21,18,26,22,0,0,"BOL","VIL",0,1,"2023-2024","5-8_2023-2024"
"1252",5,"Regular Season","5-9","ZAL","VAL",72,87,12,18,23,19,20,32,20,15,0,0,"VAL","ZAL",0,1,"2023-2024","5-9_2023-2024"
"1253",6,"Regular Season","6-2","MIL","ASM",66,72,18,19,11,18,13,22,17,20,0,0,"ASM","MIL",0,1,"2023-2024","6-2_2023-2024"
"1254",6,"Regular Season","6-3","CRV","BAY",74,68,12,21,20,21,19,16,24,9,0,0,"CRV","BAY",1,0,"2023-2024","6-3_2023-2024"
"1255",6,"Regular Season","6-4","FEN","OLY",79,77,29,17,12,21,14,19,24,20,0,0,"FEN","OLY",1,0,"2023-2024","6-4_2023-2024"
"1256",6,"Regular Season","6-5","ZAL","VIL",88,91,30,26,24,8,24,26,22,19,0,0,"VIL","ZAL",0,1,"2023-2024","6-5_2023-2024"
"1257",6,"Regular Season","6-7","VAL","BER",79,71,15,26,15,23,14,25,15,17,0,0,"VAL","BER",1,0,"2023-2024","6-7_2023-2024"
"1258",6,"Regular Season","6-6","BAR","PAN",80,72,21,24,26,9,20,13,14,25,0,0,"BAR","PAN",1,0,"2023-2024","6-6_2023-2024"
"1259",6,"Regular Season","6-8","BOL","EFE",93,81,20,21,28,24,18,27,17,19,0,0,"BOL","EFE",1,0,"2023-2024","6-8_2023-2024"
"1260",6,"Regular Season","6-9","BAS","PAR",84,83,23,25,15,21,23,19,24,17,0,0,"BAS","PAR",1,0,"2023-2024","6-9_2023-2024"
"1261",6,"Regular Season","6-1","MAC","RMB",70,99,21,20,15,14,36,16,22,25,0,0,"RMB","MAC",0,1,"2023-2024","6-1_2023-2024"
"1262",7,"Regular Season","7-1","EFE","ZAL",86,82,13,25,13,23,14,12,20,28,12,8,"EFE","ZAL",1,0,"2023-2024","7-1_2023-2024"
"1263",7,"Regular Season","7-2","MAC","BAY",93,90,17,29,25,22,19,25,19,27,0,0,"MAC","BAY",1,0,"2023-2024","7-2_2023-2024"
"1264",7,"Regular Season","7-3","MIL","VAL",83,52,23,21,20,19,12,19,8,13,0,0,"MIL","VAL",1,0,"2023-2024","7-3_2023-2024"
"1265",7,"Regular Season","7-4","OLY","BAS",74,75,26,9,25,14,20,30,17,8,0,0,"BAS","OLY",0,1,"2023-2024","7-4_2023-2024"
"1266",7,"Regular Season","7-5","PAR","FEN",85,84,23,24,16,22,27,29,13,15,0,0,"PAR","FEN",1,0,"2023-2024","7-5_2023-2024"
"1267",7,"Regular Season","7-6","RMB","BOL",100,74,26,27,15,32,27,10,14,23,0,0,"RMB","BOL",1,0,"2023-2024","7-6_2023-2024"
"1268",7,"Regular Season","7-7","BER","PAN",85,99,26,21,23,15,27,33,22,17,0,0,"PAN","BER",0,1,"2023-2024","7-7_2023-2024"
"1269",7,"Regular Season","7-8","BAR","CRV",86,81,21,26,18,21,18,25,19,19,0,0,"BAR","CRV",1,0,"2023-2024","7-8_2023-2024"
"1270",7,"Regular Season","7-9","ASM","VIL",80,70,14,27,16,23,23,14,24,9,0,0,"ASM","VIL",1,0,"2023-2024","7-9_2023-2024"
"1271",8,"Regular Season","8-1","MAC","OLY",74,79,19,17,19,19,27,24,13,15,0,0,"OLY","MAC",0,1,"2023-2024","8-1_2023-2024"
"1272",8,"Regular Season","8-2","ASM","EFE",82,89,25,19,22,16,28,20,21,20,0,0,"EFE","ASM",0,1,"2023-2024","8-2_2023-2024"
"1273",8,"Regular Season","8-3","CRV","FEN",87,56,25,20,15,27,16,10,14,16,0,0,"CRV","FEN",1,0,"2023-2024","8-3_2023-2024"
"1274",8,"Regular Season","8-4","VAL","RMB",73,76,26,23,13,11,24,19,20,13,0,0,"RMB","VAL",0,1,"2023-2024","8-4_2023-2024"
"1275",8,"Regular Season","8-5","BOL","MIL",86,79,21,24,20,21,26,14,23,16,0,0,"BOL","MIL",1,0,"2023-2024","8-5_2023-2024"
"1276",8,"Regular Season","8-6","BER","VIL",68,73,13,22,20,13,28,15,10,20,0,0,"VIL","BER",0,1,"2023-2024","8-6_2023-2024"
"1277",8,"Regular Season","8-7","BAY","PAR",94,85,25,28,17,24,32,19,12,22,0,0,"BAY","PAR",1,0,"2023-2024","8-7_2023-2024"
"1278",8,"Regular Season","8-8","PAN","ZAL",73,71,13,23,17,20,15,24,13,19,0,0,"PAN","ZAL",1,0,"2023-2024","8-8_2023-2024"
"1279",8,"Regular Season","8-9","BAS","BAR",94,71,26,29,15,24,18,11,24,18,0,0,"BAS","BAR",1,0,"2023-2024","8-9_2023-2024"
"1280",9,"Regular Season","9-1","MIL","EFE",92,76,19,24,20,29,18,21,22,15,0,0,"MIL","EFE",1,0,"2023-2024","9-1_2023-2024"
"1281",9,"Regular Season","9-2","OLY","CRV",88,83,20,25,19,24,23,21,9,30,0,0,"OLY","CRV",1,0,"2023-2024","9-2_2023-2024"
"1282",9,"Regular Season","9-3","RMB","ASM",91,75,30,23,27,11,20,19,11,25,0,0,"RMB","ASM",1,0,"2023-2024","9-3_2023-2024"
"1283",9,"Regular Season","9-4","MAC","FEN",78,73,21,17,18,22,28,18,11,16,0,0,"MAC","FEN",1,0,"2023-2024","9-4_2023-2024"
"1284",9,"Regular Season","9-5","BAR","VAL",74,70,25,12,17,20,16,17,19,18,0,0,"BAR","VAL",1,0,"2023-2024","9-5_2023-2024"
"1285",9,"Regular Season","9-6","PAN","BOL",90,76,21,24,17,28,15,27,21,13,0,0,"PAN","BOL",1,0,"2023-2024","9-6_2023-2024"
